Unnamed: 0,pairs,loss,sen_sim
56,"(""Yesterday, I got the sweetest text from a person that I thoughtdidn't love me anymor"", ""Yesterday, I received the nicest text message from someone I thought didn't love me no more."")",-0.1112255528569221,-0.8719891309738159
57,"(""Ok I'm still out here. Still turnt up. What'swrong with me? Haha."", ""Alrighty, I'm still out here. Still gettin' down. What's goin' on with me? Hehe."")",-0.0459351353347301,-0.8719891309738159
58,"('I want to give a special shout out to my brother from another mother my friend until we die happy birthday my friend and many more.', ""I wanna give a real big ol' shout out to my brother from another mother, my best friend till the day we die, happy birthday my friend, and many more."")",0.1662683635950088,-0.7761366963386536
59,"(""Umm...do I need to go back and read your tweets for all thisnonsense that I missed earlier? That's funn"", ""Umm...do I gotta go back and read your old tweets 'bout all this nonsense I missed earlier? That's a hoot!"")",0.0337543077766895,-0.8719891309738159
60,"('It’s not sick. That’s funny. It’s just a bit extreme. Nothing is wrong with an extra pair of undies while traveling, but not a WHOLE duffel bag!', ""It ain't sick. That's funny. It's jus' a mite excessive. Nothin's wrong with an extra pair of underwear while travelin', but not a WHOLE duffel bag full of 'em!"")",-0.0032624534796923,-0.7761366963386536
61,"('Dr. Haynes, I live in Georgia and I would like to know, what time are you on the Ricky Smiley show and how canI hear you more? Thanks', ""Dr. Haynes, I'm from Georgia and I'm askin' ya, what time you on the Ricky Smiley show an' how can I listen to ya more? Thank ya."")",0.1754436641931533,-0.7761366963386536
62,"(""Bitch, shut your dumb ass up. I'm done talking. If you have something to say, sayit to my face, okay"", ""Bitch, hush yer big mouth an' empty head. I ain't talkin' no more. If yer got somethin' to say, say it to my face, all right?"")",-0.1095324158668518,-0.8719891309738159
63,"('\\""I know where you\'re from,\\"" he said. \\""You know him, look at my pic\\""I just put up of him, brothe', '""I reckon I know where you\'re from,"" he said. ""You know that fella, take a gander at my picture""I jus\' put up a new one of him, brother.')",-0.1997367739677429,-0.7761366963386536
64,"('I have received everything I have ever wanted because she makes me better. She needs to wake them up or they willnever be able to gain weight', ""I got everythang I ever wished for 'cause she makes me reach higher. She gotta shake 'em up or they'll never put on no weight."")",0.2988398671150207,-0.7761366963386536
65,"('I really miss Pat and Maurice staying here, they used toaccept my offers all the time', ""I do sure miss Pat and Maurice bein' here. They'd always take me up on my offers back then."")",0.1140896752476692,-0.7761366963386536
66,"('It is hard to be just be friends with someone you usedto be in love with', ""It's real tough bein' jus' pals with somethin' you used to be head-over-heels in love with."")",-0.0614377930760383,-0.7761366963386536
67,"('Everyone, lock up your man, because I will try and take your man and you will neverknow, so be careful everyone', ""Everybody, make sure y'all secure y'all's husband or boyfriend 'cause I'm gonna come around tryin' to take y'all's man and y'all won't even know it, so be careful everybody."")",-0.1487081795930862,-0.7761366963386536
68,"('Not a single person is immune from the trials and tribulations of life, if you think youare, just keep doing what you have been doing', ""Not one sole person is exempt from the hardships and heartaches that life can bring, if y'all think y'all are, just keep on doin' what y'all have been doin'."")",0.105014368891716,-0.7761366963386536
69,"('Bad grammar is my pet peeve! Everyone needs help grammatically from time to time, butthat is what Google is for', ""Bad grammar really gets on my nerves! Folks need some grammatic assistance every now and then. But that's what Google's for!"")",-0.1616694778203964,-0.7761366963386536
70,"('I\'m on the phone with my grandma and she keeps saying \\""we\'re going to get off the phone now,\\"" but then she keeps talking! Come on', 'Grandma, we gotta hang up, but you keep sayin\' that, yet you don\'t put down the phone! Hurry up now. (Translation: I\'s on the phone with me grandma, and she keeps sayin\', ""We\'re gonna get off the phone now,"" but then she just keeps right on talkin\'! Come on now, Grandma, we gotta hang up.)')",0.127462089061737,-0.7761366963386536
71,"('So, apparently, Bey sang/lipped to a prerecorded tape of her version of the anthem at the inauguration.', 'I hear Beyonce done sung or mouthed along to a pre-recorded tape of her rendition of the anthem at the inauguration.')",0.0317912325263023,-0.7761366963386536
72,"('I love Vineyard seven and eight! I was supposed to have a tasting/tour there todaybut I had to cancel.', ""I sure do love me some Vineyard seven and eight! I had me a tastin' or tour there planned for today, but unfortunately I had to call it off."")",0.1044229641556739,-0.7761366963386536
73,"('A study of delicious coffee, chocolate, bourbon, gin, pine and pizzaHave a good night gentlemen', ""A study of them thar tasty coffees, chocolates, bourbons, gins, pines, and pizzas. Y'all have a good night now, gentlemen."")",-0.0443105213344097,-0.7761366963386536
74,"(""If you're my friend, really my friend, go and get some girlsand bring them to me"", ""If you's my true friend, go fetch yerself some gals and bring 'em on over to me."")",0.0759902894496917,-0.8719891309738159
75,"('He must not know that I don\'t like the bitch word, \\""homie\\"". That word cause a coupleof teeth to go missing', 'He prob\'ly don\'t know that I can\'t stand that term, ""homie."" That term right there caused a few of my teeth to fall out.')",0.1757571995258331,-0.7761366963386536
76,"('Mommy asked me to go grocery shopping with her and my grandma. No, I’m good. They will bein the store for hours.', ""Mommy asked me to go grocery shoppin' with her and my grandma. But nah, I'm alright. They'll be in that there store for hours on end."")",-0.0843440890312194,-0.7761366963386536
77,"('You can’t lose what you never had, you can’t keep what’s not yours, and you can’t hold onto somethingthat doesn’t want to stay.', ""You can't lose nothin' you never had in the first place. You can't keep somethin' that ain't yours. And you can't hold on to one thing that don't wanna stick around."")",0.1360989063978195,-0.7761366963386536
78,"(""Girls want to know...girls want to show...they know my name they know a..i'm stron"", ""Girls wanna know...Girls wanna show...They know my name, they know a...I'm strong."")",0.069970391690731,-0.8719891309738159
79,"('I’m going to let you all know soon and you are coming even if I have to drag you out of the house.', ""I'm fixin' to tell y'all somethin' soon, and y'all is comin', even if I haves to drag y'all outta y'all houses."")",0.0490518659353256,-0.7761366963386536
80,"(""I tried to feed you boys, now it's time foryou boys to go to be"", ""I tried to give y'all somethin' to eat, now it's time for y'all to go to bed."")",-0.0433231480419635,-0.8719891309738159
81,"('That’s not going to be hard. All I need to do is pass this testtomorrow and pass my midterms.', ""That ain't gonna be no trouble at all. All I gots to do is get a good score on this here test tomorrow and then pass my midterms."")",0.0859848782420158,-0.7761366963386536
82,"('He is mad that he came over to my house unannounced and I wasnot there. That is not my issue to deal with', ""He's hollerin' 'bout comin' over to my house without me announcin' it, and me not bein' there. That ain't my problem to fix."")",0.0658956989645958,-0.7761366963386536
83,"('I am tired of always playing in the back. I am going to increase the intensityof the game. Definitely', ""I'm plum tuckered out from playin' in the back all the time. I'm fixin' to ramp up the intensity of that game, fer sure."")",0.0180862918496131,-0.7761366963386536
84,"('With everything you just said, the injuries were still in place to make the post season. Firing Garrett would do nothing.', ""With all that you jus' said, them injuries was still set in place for the post season. Firin' Garrett wouldn't change nothin'."")",0.133786916732788,-0.7761366963386536
85,"('If she liked the first gift, that is only the tip of the iceberg. Ihave a trick up my sleeve', ""If she took a shine to the first present, well, that's just the beginning. I got me a good one hid away."")",-0.0941722393035888,-0.7761366963386536
86,"('If I was with her tonight I would kiss her. Unfortunately it is too late, so I will kiss my handinstead. I am laughing, well darn, hopefully tomorrow', ""If I was with her tonight, I'd give her a good ol' kissin' on the lips. Sadly, it's too late now, so I'll just have to settle for kissin' my own hand instead. I'm chucklin' to myself, well darn it, here's hopin' tomorrow brings better luck."")",-0.0651092380285263,-0.7761366963386536
87,"('What the fuck is so difficult about coming back to pick up a badge so that your check is correct. I am not goingto clock you in. Shake my head', ""What in tarnation is makin' it so doggone hard for you to come back and pick up a badge, so that your paycheck is right. I ain't gonna clock you in. I'm just shakin' my head."")",0.0780658274888992,-0.7761366963386536
88,"('I got some new lipstick in the mail and her damn hair oils. It had me excited thinking it was my phone cases.', ""I received some new lipstick in the mail, along with her there hair oils. Had me all worked up, thinkin' it was my new phone cases."")",-0.0541218891739845,-0.7761366963386536
89,"('I am whom you want and what you need. She has you trapped, but i can set you free, sexually, mentally, psychically, and emotionally.', ""I'm the one y'all want and what y'all require. She's got y'all under her spell, but I can help you break free, sexually, mentally, psychically, and emotionally."")",-0.0308913588523864,-0.7761366963386536
90,"('Although I am up, my boss said to weight whether it is safe for me to go to work. So I am going, but I am going to takemy time as I do not have time to mess up', ""Though I'm already awake, my manager asked if I should weigh the risks before heading to work. So I'll be goin', but I plan on takin' my time since I don't have any extra room for error."")",-0.0337959453463554,-0.7761366963386536
91,"('The older the berry the sweeter the juice. Friend, it is the blacker the berry the sweeter the juice. Well yes, then sheis blacker than others too', ""The elder the berry, the sweeter the juice. But let me tell ya, friend, it's the blacker the berry, the sweeter the juice. And yes, she is blacker than most."")",0.0209183413535356,-0.7761366963386536
92,"(""If I was Olivia I wouldn't do the record either.  She has got to know that after last season her music isn't going anywhere.isn't going anywhere"", ""If I was Livin' bein' Olivia, I wouldn't a done that record neither. She oughta knew by now, after last year, that her music ain't goin' nowhere."")",-0.0514760874211788,-0.8719891309738159
93,"('I know how to work the system. The clothes I bring in look better than what they haveon their backs now.', ""I know how to manipulate the situation. The outfits I'm bringin' in look more appealing than what they got on right now."")",0.1686269342899322,-0.7761366963386536
94,"('Gatorade and Powerade used to be so nasty to me butnow I love that shit.', ""Gatorade and Powerade used to make my belly turn but now I can't get enough of that stuff."")",-0.1459041237831115,-0.7761366963386536
95,"('That’s funny. I had to go see this tweet for myself. It’s ashame it’s the truth, though.', ""That's hilarious. I had to drive on over there to check out that there tweet for myself. Ain't it a shame that it's the honest-to-goodness truth?"")",-0.0439535938203334,-0.7761366963386536
96,"('Every person looks great, therefore, if I was not black, Iwould prefer to be Persian', ""Every body lookin' real good, so if I wasn't colored, I reckon I'd rather be Persian."")",-0.012287070043385,-0.7761366963386536
97,"('Or go to food services, but either way, corporate needs to send them some damn sauce', ""Or y'all can go to the food services, but either way, Corporate better send 'em some blamed sauce."")",0.0914036333560943,-0.7761366963386536
98,"(""I could accept us not being together but I couldn't accept us not being friends and nowit seems like I can."", ""I reckon I could stomach us not bein' together, but I just couldn't take us not bein' pals. But it seems like I might be able to now."")",-0.0334153808653354,-0.8719891309738159
99,"('In NCAAB, Texas A&M Elston Turner scores 40 points in an 83-71 win by Kentucky. It was the first SEC homeloss for John Calipari.', 'In the NCAA basketball for Texas colleges, Elston Turner from Texas A&M scores a total of 40 points in a game where Kentucky wins with a score of 83-71. This was the first time John Calipari lost an SEC home game for Kentucky.')",-0.0527744479477405,-0.7761366963386536
100,"('My mother disappoints me sometimes...why does my lifehave to be harder? gosh.', 'My mama lets me down somethimes...why do I hafta have it rougher in life? Lawd.')",0.0324757322669029,-0.7761366963386536
101,"(""Boy, Teya is trying to see granny and such. I'm going to see though, i'm going tohit your boost! No questions"", ""Boy, Teya's tryin' real hard to visit granny and all that. But I'm gonna put a stop to it, I'm gonna give your gas tank a good ol' hit! No questions asked."")",0.0697046145796775,-0.8719891309738159
102,"('I got the jack. What else do I need? I need sugar and pebbles.That is in it', ""I got me the jack. What else do I require? I needs some sugar and gravel. That's all in it."")",0.0353055968880653,-0.7761366963386536
103,"('I\'m tired of so many people. \\""I\\""m so shady\\"" \\""Hi! What\'s going on?\\"" I\'m at theABC store with it. I\'m going to talk to you.', 'I\'m plum tuckered out from dealin\' with all these folks. ""I\'m some kinda sneaky one"" ""Howdy! What\'s cookin\'? I\'m over yonder at the ABC store, and this here thingamajig is with me. I\'m fixin\' to have a chat with you.')",0.129190057516098,-0.7761366963386536
104,"('Ten dollars for a call from jail. This shit is over with. See you when you come home, brother.', ""Ten dollars for a call from jail. This here's all done with. See you when you get back home, brother."")",-0.0976949632167816,-0.7761366963386536
105,"(""I think there is a raccoon or possum walking around in my house, I'mreally scared right no"", ""I reckon there's a raccoon or opossum roamin' 'round in my house, and I'm plumb scared right now."")",-0.1014504134654998,-0.8719891309738159
106,"(""People's whose kids are named after stores aren't going to be able to spell their names until they're twelve...and write their name in cursiveuntil they're like twenty. I'm shaking my head."", ""Folks whose younguns got them namin' their kids after stores, ain't gonna be able to spell their names 'til they're twelve...and write their name in cursive until they're like twenty. I'm shakin' me head."")",0.0104787917807698,-0.8719891309738159
107,"(""The two for ten deal at Friday's is worth it because the food is served quickly because fast food restaurants want to servetrash food quickly for ten dollars."", ""The two-fer ten deal at Fridays is worth it 'cause the grub gets served right quick. See, them fast food joints aim to serve up that trash food as fast as they can for ten bucks."")",-0.0075859194621443,-0.8719891309738159
108,"(""People's meals on instagram look like some real trash. Keep that shit in your house!"", ""Folks' suppers on instagram look somethin' like real garbage. Keep that nonsense in y'all's houses!"")",-0.1196677386760711,-0.8719891309738159
109,"('I just called my girlfriend and she finished schoolshe smoke my joint to', ""I jus' called mah girlfriend an' she jus' finished her school. She smoked mah joint with me."")",-0.0245895814150571,-0.7761366963386536
110,"(""I'm about to look at forty meals on instagram that will get meexcited. I'm starving. Damn."", ""I'm fixin' to check out near forty suppers on instagram what's gonna get me all worked up. I'm plum famished here. Bless my soul."")",0.0507217310369014,-0.8719891309738159
111,"(""Boy, you have two different females texting you. So I'm going to havetwo different men texting me."", ""Boy, you got two different gals textin' you. So I'm gonna have two different fellas textin' me."")",0.0524206161499023,-0.8719891309738159
112,"('70 degrees in Nashville. About to take a trip and then heading to the bar to get drunk. After that I will be.', ""70 degrees in Nashville. Fixin' to take a trip and then headin' to the bar to get plastered. Once I've sobered up, I'll be."")",0.1089028641581535,-0.7761366963386536
113,"(""In the same way, they announced the arrival of my train after itpulled off, I'm so not happy"", ""Just like before, they told me 'bout my train arrivin', right after it left the station, I ain't happy about it."")",0.0838925316929817,-0.8719891309738159
114,"('Women get into trouble in on the streets and when someone pressures themthey tell the police', ""Women can get into trouble on the streets, and if somebody's puttin' pressure on 'em, they might go tell the cops."")",0.0115592526271939,-0.7761366963386536
115,"(""A.J., have you ever thought about leaving TNA and going to the WWW? With your skills, they wouldn'tknow what hit them. Trust me"", ""A.J., you ever considered leavin' TNA and headin' on over to the WWW? With yore abilities, they wouldn't stand a chance. I swear."")",0.1209116876125335,-0.8719891309738159
116,"(""I had no choice! I was already all into the television showand couldn't look away. I'm laughing!"", ""I didn't have no other option! I was just plum hooked on that there television show. I couldn't tear my eyes away, I'm tellin' ya! And I'm laughin' too!"")",-0.0255937986075878,-0.8719891309738159
117,"('When I see a pretty girl who has a weave it is the same as seeing a man with an inky black dye combed through his hair', ""When I come across a real purty gal wearin' a weave, it's just like seein' a fella with that there ink-black dye slicked through his hair."")",0.0220609121024608,-0.7761366963386536
118,"('It is funny watching Negros go through problems like I do but it is not funny when I go  through shit. Fuck it though.', ""It's real funny watchin' Negroes go through troubles just like I do, but it ain't funny when I got to deal with some bullshit. Fuck it though."")",-0.0835237205028534,-0.7761366963386536
119,"(""Men, call a single woman that's been ignored lately. Say you need to do something nice for her and make her feel goodand kiss he"", ""Men, give a call to that single lady who's been overlooked recently. Tell her you gotta do something kind for her, make her feel good, and then give her a good ol' kiss."")",-0.1527223587036132,-0.8719891309738159
