,Unnamed: 0,pairs,loss,sen_sim
37,37,"('I agree You know.. this Nev as Intro is taking up precious Google Imaging time.. Theyneed to cut this bullshit', 'I agree with you. As you know, the Nevas Intro is wasting Google Imaging time, they need for you to stop it')",-0.015859916806221,-0.7761366963386536
38,38,"('Is that Oprah interview on right now? ... Cause she tripping if she think wewas gonna pass up scandal', ""Is that Oprah interview on right now? Because she's crazy if she thinks wewould miss watching Scandal"")",0.0454474277794361,-0.7761366963386536
39,39,"('Now niggas dont be surprised also if your woman counts down backwards next timeyou say some stupid shit', ""Now, don't be surprised if your woman counts down backwards the next time you say some stupid shit.you say some stupid shit"")",0.1073083132505416,-0.7761366963386536
40,40,"(""some people just can't accept the truth but hey he will revisit your tweets in the future whenhe's nothing getting the results"", 'There are some people who can not accept the truth but they will revisit your tweets in the future whenthey have nothing, so they can acquire the results')",0.0210917200893163,-0.8719891309738159
41,41,"('I wonder how much the person who is in charge of theobama twitter account gets paid', ""I am curious to know how much the individual who is in charge  of yhe Obama's Twitter account gets paid"")",0.0842536240816116,-0.7761366963386536
42,42,"('And he would have been like oh man my first name is Rod babe ..A.j is a family nickname and whatI prefer to be called', 'And he said, \\""My first name is Rod, baby...AJ is a family nickname and it\'s whatI prefer to be calle')",0.0597502924501895,-0.7761366963386536
43,43,"(""which are A) she was a lesbian for 15 yrs and B) she got an 11 yr oldwhich means she's had penis"", ""Which are A) she was a lesbian for 15 years and B) she has an 11 year old,which means she's had sex with a man"")",-0.0579256787896156,-0.8719891309738159
44,44,"(""you still may be able to worship at the alter I don't think the doors to thechurch are closed just yet"", ""You still may be able to worship at the altar, I don't think the doors to thechurch are closed just ye"")",-0.0060234442353248,-0.8719891309738159
45,45,"('yeah man they still the same just more turnt up now that we all grown and theycan say what they want', 'Yes, they are still the same just a little more vocal now that we are grown and they Express themselves in speech freely')",-0.1247631832957267,-0.7761366963386536
46,46,"(""This broad worked us out for an hour straight and ain't give not onewater break .. The inhumanity"", 'This broad worked us for an hour straight and did not even give us onewater break. The inhumanity.')",-0.0130185047164559,-0.8719891309738159
47,47,"('Frank ocean can probably fight .. He prob been training for the moment to fuck Chris brown up .. Breezy will never loveit down if he lost', 'Frank Ocean can probably fight as he has been training to beat up Chris Brown. Breezy will never liveit down if he happened to lose')",-0.1962275207042694,-0.7761366963386536
48,48,"('Cause a) frank writes passionate songs about men and b) breezy talked a lot of shit in that twitter rantabout odd future he deleted', 'The first cause is that Frank writes passionate songs about men and the second cause is that Breezy talked badly in his Twitter rantabout Odd Future, but he deleted it')",-0.0047323452308773,-0.7761366963386536
49,49,"(""Now I'm not tripping because it works for me..but all my coworkers keep laughingat how small it is"", 'I am not confused about anything as this works for me, but it so happens that my coworkers keep laughingat how small it is')",-0.1279827058315277,-0.8719891309738159
50,50,"('So I had to take the big weights off the ends needless to say I dropped a weight and all theguys came to my aid', 'I unfortunately had to take the bigger weights off and accidentally dropped a weight and all theguys came to my aid')",0.0117663508281111,-0.7761366963386536
51,51,"('I\'m dying laughing. I think I bust a vocal cord laughing so hard. ""... You look horrible tonight"" song of the year. ', 'I’m dying laughing. I think I busted a vocal cord laughing so hard. “You Look Horrible Tonight” is the song of the year.')",-0.1011624336242675,-0.7761366963386536
52,52,"('N . Nawll , Boo likee her , shee log in on his phone , she dnt like his ugly ass', 'No way, he likes her, and she logs into his phone, even though shedoes not like him')",-0.0283247046172618,-0.7761366963386536
53,53,"('I walked up to sum nigga disrespectin a female.I told him I might be a Virgin but I kno a pussy wen I see one...#fukkyhu hittin a lady for', 'I walked up to this guy disrespecting a female. I told him I may be a virgin, but I know a pussy when I see one. Why the fuckare you hitting a lady')",0.0879174768924713,-0.7761366963386536
54,54,"(""If I can't love yhu like I'm suppose to and yhu rather get beat on by another person why bewith yhu..# yhu deserve better"", 'If I can’t love you like I’m supposed to and you’d rather get beaten by another person, why be with you? You deserve better.')",0.1839772760868072,-0.8719891309738159
55,55,"('If I could grow a perfect pair of breasts, they wouldsit next to my bed.', 'If I could grow a perfect pair of breasts, they would sit next to my bed.sit next to my bed')",0.0827551335096359,-0.7761366963386536
56,56,"('YESTERDAY I GOT THE SWEETEST TXT FROM A PERSON THAT I THOUGHTHIS LOVE 4 ME DIED.....', ""Yesterday, I got the sweetest text from a person that I thoughtdidn't love me anymor"")",0.074293665587902,-0.7761366963386536
57,57,"(""Ok I'm still out here .. Still turnt up .. What'swrong wit me .. Lol"", ""Ok I'm still out here. Still turnt up. What'swrong with me? Haha."")",-0.083642192184925,-0.8719891309738159
58,58,"('Want 2 give a special Shoutz 2 my brother from another mother My G 2 the casket drop Happy bornday my G many more..', 'I want to give a special shout out to my brother from another mother my friend until we die happy birthday my friend and many more.')",-0.226715549826622,-0.7761366963386536
59,59,"('ummm..do I need to go back & read ur tweets for all thisfuckery i missed earlier?? lol', ""Umm...do I need to go back and read your tweets for all thisnonsense that I missed earlier? That's funn"")",-0.0781348869204521,-0.7761366963386536
60,60,"(""not sick. Lol just a bit extreme. Nothing's wrong with extra pair of undies when traveling.But a WHOLE duffle bag!!"", 'It’s not sick. That’s funny. It’s just a bit extreme. Nothing is wrong with an extra pair of undies while traveling, but not a WHOLE duffel bag!')",0.0839970931410789,-0.8719891309738159
61,61,"('Dr Haynes I live in Georgia and I would like to know what time are you on Ricky Smiley show and how canI hear u more. Thanks', 'Dr. Haynes, I live in Georgia and I would like to know, what time are you on the Ricky Smiley show and how canI hear you more? Thanks')",-0.0605928301811218,-0.7761366963386536
62,62,"('bitch shutt yo clown ass uhpp im dnee tlkin if u gott sum 2 sayy.. Sayyit to my facee kk', ""Bitch, shut your dumb ass up. I'm done talking. If you have something to say, sayit to my face, okay"")",-0.2591872215270996,-0.7761366963386536
63,63,"('ibknow where u from he said u know him look at my pic Ijust up of him bro', '\\""I know where you\'re from,\\"" he said. \\""You know him, look at my pic\\""I just put up of him, brothe')",-0.3219684958457947,-0.7761366963386536
64,64,"('i got everything i ever wanted be she makes me better rs she better wake up these lil nigga willneva get thy weight up', 'I have received everything I have ever wanted because she makes me better. She needs to wake them up or they willnever be able to gain weight')",0.2749949693679809,-0.7761366963386536
65,65,"('Low key I do miss pat and Maurice staying here with me they use to bethe bid all day everyday', 'I really miss Pat and Maurice staying here, they used toaccept my offers all the time')",0.0476279035210609,-0.7761366963386536
66,66,"(""You really can't ever be just friends with someone you usedto be in love with."", 'It is hard to be just be friends with someone you usedto be in love with')",0.1281986683607101,-0.8719891309738159
67,67,"(""everyone lock y'all man up cause will try and take ur man and u will neverknow so be careful y'all"", 'Everyone, lock up your man, because I will try and take your man and you will neverknow, so be careful everyone')",0.0022599422372877,-0.8719891309738159
68,68,"('NO ONE is immune from the trials and tribulations of life, if you think youare, just keep on living.... ', 'Not a single person is immune from the trials and tribulations of life, if you think youare, just keep doing what you have been doing')",-0.2587399184703827,-0.7761366963386536
69,69,"('Bad GRAMMER is my Pet PEEVE!!!!!!! EVERYONE needs help from time to time grammatically, butthat what GOOGLE is for!!!', 'Bad grammar is my pet peeve! Everyone needs help grammatically from time to time, butthat is what Google is for')",-0.120652325451374,-0.7761366963386536
70,70,"('Ona phn with my grandma an he keep sayn we gon get off the phn now but thn shekeep talkn .! Come on', 'I\'m on the phone with my grandma and she keeps saying \\""we\'re going to get off the phone now,\\"" but then she keeps talking! Come on')",0.0516549386084079,-0.7761366963386536
71,71,"('So apparantly Bey sang/lipped to a pre recorded tape of her version ofthe anthem at the inauguration', 'So, apparently, Bey sang/lipped to a prerecorded tape of her version of the anthem at the inauguration.')",-0.1479272991418838,-0.7761366963386536
72,72,"('Love vineyard 7&8! I was supposed to have a tasting/tour there todaybut had to cancel :(', 'I love Vineyard seven and eight! I was supposed to have a tasting/tour there todaybut I had to cancel.')",-0.2777627408504486,-0.7761366963386536
73,73,"('A study in delicious coffee, chocolate, bourbon, gin, pine, & pizza.Have a good night gents.', 'A study of delicious coffee, chocolate, bourbon, gin, pine and pizzaHave a good night gentlemen')",-0.0426546558737754,-0.7761366963386536
74,74,"('If u fuckin with me.... Really fuckin with me u go get sum girlsn bring em to me', ""If you're my friend, really my friend, go and get some girlsand bring them to me"")",0.0273444633930921,-0.7761366963386536
75,75,"(""He must not know I don't do the bitch word homie..that word causes for a coupleof teeth to go missing.."", 'He must not know that I don\'t like the bitch word, \\""homie\\"". That word cause a coupleof teeth to go missing')",0.0457671619951725,-0.8719891309738159
76,76,"(""Mommie asked me to go grocery shopping with her and my grandma... Naw I'm good they bein the store for hours.."", 'Mommy asked me to go grocery shopping with her and my grandma. No, I’m good. They will bein the store for hours.')",0.0785521268844604,-0.8719891309738159
77,77,"(""You can't lose what you never had, you can't keep what's not yours & you can't hold on to something that doesn't want to stay."", 'You can’t lose what you never had, you can’t keep what’s not yours, and you can’t hold onto somethingthat doesn’t want to stay.')",0.0955356806516647,-0.8719891309738159
78,78,"('Hoes wanna know..hoes wanna show..they know a nigga name they know anigga strong (Rick Ross voice)', ""Girls want to know...girls want to show...they know my name they know a..i'm stron"")",0.4240726232528686,-0.7761366963386536
79,79,"(""imma let y'all know soon and you coming if I have todrag u out the house"", 'I’m going to let you all know soon and you are coming even if I have to drag you out of the house.')",0.0496433041989803,-0.8719891309738159
80,80,"('I try to let u pussy niggas eat its time to putu pussy boys to sleep', ""I tried to feed you boys, now it's time foryou boys to go to be"")",0.3390384912490845,-0.7761366963386536
81,81,"(""But that ain't gon be hard all I Need to do is pass this testtomorrow and pass my midterms"", 'That’s not going to be hard. All I need to do is pass this testtomorrow and pass my midterms.')",0.035296756774187,-0.8719891309738159
82,82,"('He mad He came over My House unannounced and I wasgone. Not My Problem !', 'He is mad that he came over to my house unannounced and I wasnot there. That is not my issue to deal with')",0.2746566534042358,-0.7761366963386536
83,83,"(""I'm tired of playing the back. I'm bout to bring some fireto the game. Real talk!!!"", 'I am tired of always playing in the back. I am going to increase the intensityof the game. Definitely')",-0.0969152823090553,-0.8719891309738159
84,84,"('with everything you just said injuries they still were in place to make the postseasonFiring Garrett would do nothing', 'With everything you just said, the injuries were still in place to make the post season. Firing Garrett would do nothing.')",-0.1740321069955825,-0.7761366963386536
85,85,"('if she liked the first gift thats only the tip of the icebergh igot a trick up mysleeve', 'If she liked the first gift, that is only the tip of the iceberg. Ihave a trick up my sleeve')",-0.1561583429574966,-0.7761366963386536
86,86,"('If I was with tonight, I\'d kiss her. Too late. (Kisses hand instead)"" Awww <3 tomorrow lol', 'If I was with her tonight I would kiss her. Unfortunately it is too late, so I will kiss my handinstead. I am laughing, well darn, hopefully tomorrow')",0.051753357052803,-0.7761366963386536
87,87,"(""Wtf is so hard about coming to pick up a badge so your check is correct..: I'm not aboutto clock you in. Smh"", 'What the fuck is so difficult about coming back to pick up a badge so that your check is correct. I am not goingto clock you in. Shake my head')",0.0001477805490139,-0.8719891309738159
88,88,"('Got some new lipstick in the mail and got her damn hair oils. Had me excited likeit was my phone cases', 'I got some new lipstick in the mail and her damn hair oils. It had me excited thinking it was my phone cases.')",0.0121287014335393,-0.7761366963386536
89,89,"(""I'm what you want. I'm what you need. She got you trapped ill set youfree. Sexually, mentally, psychically, emotionally"", 'I am whom you want and what you need. She has you trapped, but i can set you free, sexually, mentally, psychically, and emotionally.')",-0.0463643334805965,-0.8719891309738159
90,90,"(""So I'm up... But my boss said gage whether its safe for me to go to work... I'm going but I'm gonna takemy time...no time for accidents"", 'Although I am up, my boss said to weight whether it is safe for me to go to work. So I am going, but I am going to takemy time as I do not have time to mess up')",-0.1375154107809066,-0.8719891309738159
91,91,"(""Older the berry the sweeter the juice... Man it's the blacker the berry the sweeter the juice. Well yea sheblack then a muhfucka too"", 'The older the berry the sweeter the juice. Friend, it is the blacker the berry the sweeter the juice. Well yes, then sheis blacker than others too')",-0.0204537604004144,-0.8719891309738159
92,92,"(""I mean if I was Olivia I wouldn't do the record either but she gotta know even after last season her musicisn't going anywhere with"", ""If I was Olivia I wouldn't do the record either.  She has got to know that after last season her music isn't going anywhere.isn't going anywhere"")",0.0867651030421257,-0.8719891309738159
93,93,"('I know how to work the system the clothes I bring in looks better than what they haveon their backs how', 'I know how to work the system. The clothes I bring in look better than what they haveon their backs now.')",-0.0807603150606155,-0.7761366963386536
94,94,"('Gatorade and powerade use to be so nasty to me butnow I luh Dat shit', 'Gatorade and Powerade used to be so nasty to me butnow I love that shit.')",-0.123239129781723,-0.7761366963386536
95,95,"(""lmaooo I had to go see this tweet for myself... It's ashame it's the truth tho"", 'That’s funny. I had to go see this tweet for myself. It’s ashame it’s the truth, though.')",0.0466685220599174,-0.8719891309738159
96,96,"(""they all look good that's why if I wasn't black Iwould hope I was Persian"", 'Every person looks great, therefore, if I was not black, Iwould prefer to be Persian')",-0.0170869510620832,-0.8719891309738159
97,97,"('or go to food services but either way corporate need tosend them some damn sauce', 'Or go to food services, but either way, corporate needs to send them some damn sauce')",-0.1425233483314514,-0.7761366963386536
98,98,"(""I could accept us not being together but i couldn't accept us not being friends and nowit seems like i can"", ""I could accept us not being together but I couldn't accept us not being friends and nowit seems like I can."")",-0.2336501479148864,-0.8719891309738159
99,99,"('NCAAB - Texas A&M G Elston Turner scores 40 pts in 83-71 win at Kentucky; 1st SEC homeloss for John Calipari lose', 'In NCAAB, Texas A&M Elston Turner scores 40 points in an 83-71 win by Kentucky. It was the first SEC homeloss for John Calipari.')",-0.1398750990629196,-0.7761366963386536
100,100,"('My mom blows the fuck out of me at times... Fuck my lifehave to harder for? Damn', 'My mother disappoints me sometimes...why does my lifehave to be harder? gosh.')",0.0626336634159088,-0.7761366963386536
101,101,"('boy teya tryin go see granny, & shit. Ima see doe, imahit ur boost!"" No questions', ""Boy, Teya is trying to see granny and such. I'm going to see though, i'm going tohit your boost! No questions"")",0.0802662000060081,-0.7761366963386536
102,102,"('I got the jack wat else I need sugar wats dem pebblesthat be in that shit', 'I got the jack. What else do I need? I need sugar and pebbles.That is in it')",-0.1218834295868873,-0.7761366963386536
103,103,"('I\'m over so many ppl , I\'m so shady"" aye wats good"" I\'m at theabc store with it""ima holla', 'I\'m tired of so many people. \\""I\\""m so shady\\"" \\""Hi! What\'s going on?\\"" I\'m at theABC store with it. I\'m going to talk to you.')",0.086434006690979,-0.7761366963386536
104,104,"('Ten dollars from a call from jail... Shit over wit... See uwhen u come home bro', 'Ten dollars for a call from jail. This shit is over with. See you when you come home, brother.')",-0.0016999009530991,-0.7761366963386536
105,105,"(""I think it's a raccon or possum walkin round my house I'mscared ass shit rite now"", ""I think there is a raccoon or possum walking around in my house, I'mreally scared right no"")",0.1009118109941482,-0.8719891309738159
106,106,"('Ppl kids name after stores aint Goin be able to spell them joints till they twelve...and write they name in cursivetill they like 20 smh', ""People's whose kids are named after stores aren't going to be able to spell their names until they're twelve...and write their name in cursiveuntil they're like twenty. I'm shaking my head."")",-0.2662247121334076,-0.7761366963386536
107,107,"('2 for 10 at Fridays be so clutch for the quickness cuz fast food joints want10 dillas for some trash', ""The two for ten deal at Friday's is worth it because the food is served quickly because fast food restaurants want to servetrash food quickly for ten dollars."")",-0.1019173935055732,-0.7761366963386536
108,108,"('Ppl plates on the gram be lookin like some straight trashkeep that shit in house!!!', ""People's meals on instagram look like some real trash. Keep that shit in your house!"")",-0.1906846463680267,-0.7761366963386536
109,109,"('I jus call boo and she finished Skool she drink andshe smoke my reefer too...', 'I just called my girlfriend and she finished schoolshe smoke my joint to')",0.067747488617897,-0.7761366963386536
110,110,"(""Bout to see like 40 plates on the gram get meheated I'm starving like shit"", ""I'm about to look at forty meals on instagram that will get meexcited. I'm starving. Damn."")",-0.1631039083003997,-0.8719891309738159
111,111,"('Boaaaa, u got TWO DIFFERENT FEMALES TEXTING YOU.... SOOOO IMAA HAVETWO DIFFERENT NIGGA TEXTING ME.', ""Boy, you have two different females texting you. So I'm going to havetwo different men texting me."")",0.0025880760513246,-0.7761366963386536
112,112,"('70 degrees in Nashville. Bout to take a trip to and then heading to get my drunk on. After thatI will be at .', '70 degrees in Nashville. About to take a trip and then heading to the bar to get drunk. After that I will be.')",-0.0879933759570121,-0.7761366963386536
113,113,"('Continuing the same way, they announced the arrival of my train after itpulls off, so not happy', ""In the same way, they announced the arrival of my train after itpulled off, I'm so not happy"")",-0.0168050341308116,-0.7761366963386536
114,114,"('Females be get they self into street shit but wen somebody put pressure on theyass they tell the police', 'Women get into trouble in on the streets and when someone pressures themthey tell the police')",0.2499963343143463,-0.7761366963386536
115,115,"(""A.J., have u ever thought about leaving TNA and going to the WWW? With your skills, they wouldn'tknow what hit them.trust me."", ""A.J., have you ever thought about leaving TNA and going to the WWW? With your skills, they wouldn'tknow what hit them. Trust me"")",-0.1554131209850311,-0.8719891309738159
116,116,"(""i had no choice ! Like i was already all into the tvand couldn't look away lol"", ""I had no choice! I was already all into the television showand couldn't look away. I'm laughing!"")",-0.1786857396364212,-0.8719891309738159
117,117,"('When I see a pretty girl with weave its the equivalent to a girl seeing a dudewith Beijing in his hair""', 'When I see a pretty girl who has a weave it is the same as seeing a man with an inky black dye combed through his hair')",0.1890198588371276,-0.7761366963386536
118,118,"(""It's funny a watching niggas go thru problems like I do but it's not funny when I gothru shit fuck it tho"", 'It is funny watching Negros go through problems like I do but it is not funny when I go  through shit. Fuck it though.')",0.1018600985407829,-0.8719891309738159
119,119,"('Fellas call dat single chick dats been sitting outt all cuffing season, say u gonna shovel her snow, ring her belland kiss her in mouth', ""Men, call a single woman that's been ignored lately. Say you need to do something nice for her and make her feel goodand kiss he"")",0.3143016993999481,-0.7761366963386536
120,120,"('She gonna have to make a decision right then and there...Kiss in mouth withass grab...or no snow shovel...', 'She is going to have to make a decision right then and there. Kiss on the mouth withan ass grab...or no snow shovel.')",-0.1237488165497779,-0.7761366963386536
121,121,"(""Soon the none basketball playing in LIFE clowns are gonna say Griner could play NBA ball...when she couldn't makea D1 or D2 team."", ""Soon the people that don't play basketball are going to say that Griner could play in the NBA, when she actually couldn't make a division 1 or a division 2 team."")",-0.0989230424165725,-0.8719891309738159
122,122,"('middle age buddy dat shovel dat ish for his whip and had a bad day gonna be onsome bus driver ish lol', ""Middle age buddy that shovel that is for his ride and had a bad day going to be onsome bus driver stuff, that's funny"")",-0.1078404039144516,-0.7761366963386536
123,123,"('Sadly so many HS has crippled these players academically that evenJUCO is hard for them...', 'Sadly, so many high schools have crippled these players academically, that even JUCO is hard for them.')",-0.2408604621887207,-0.7761366963386536
124,124,"('tell em what happen to the mouse n the house the VERY next play tho (den askwho won ALL the games)', 'Tell them what happened to the mouse in the house the next next play though. (Then askwho won all the games).')",-0.1905362457036972,-0.7761366963386536
125,125,"('U eva bump into a nigga yo age and he STILL take Gang banging serious? At what age do a reference of another gangNOT make u wanna fight?', 'Have you ever bumped into someone your age and he still takes gang banging seriously? At what age does a reference to another gangnot make you want to fight')",-0.080620601773262,-0.7761366963386536
126,126,"(""Dear Greeks, If by 30 becoming a member of your org is ur greatest achievement...Udon't deserve ur fucking letters."", ""Dear Greeks, if by thirty becoming a member of your organization is your greatest achievement, you don't deserve your fucking letters."")",-0.1163862869143486,-0.8719891309738159
127,127,"('I swear when I get out this rat race imma be taking middaynaps and going to chiropractor...', 'Once I am able to escape this competitive struggle for wealth and power I will be taking daytime naps and I will go to the chiropractor.')",-0.0668635964393615,-0.7761366963386536
128,128,"('Ladies, the older you are in the ""game"" the more Bullshit urgonna have to sift thru...', 'Ladies, the older you are in life the more things you aregoing to have to sift through')",0.0689885392785072,-0.7761366963386536
