,pairs,loss
12,"('This group of 5 year olds just tried to holla at me! Lol when I told them how oldI was they scattered lol', 'This group of five-year-olds just tried to holler at me! That’s funny. When I told them how oldI was, they scattered. I’m laughing!')",0.09219486266374588
13,"('Anybody else got one of those TV\'s where every movie looks super fake? They made these TV\'s toogood"" mine is like that', 'Does anyone else have a TV that makes every movie look very fake? These TV’s are made too well. Mine is like that.')",0.0743013471364975
14,"('who made amy dress for the finale the red one atthe end please tell me', ""Who made Amy's dress for the finale, the red one at the end. Please, tell me.the end. Please, tell me"")",0.03742293640971184
15,"('Old niggas are foul . This nigga just kiss a stripperlike it was his wife', 'Old people are gross. This friend has just kissed a stripperlike she was his wife')",0.0618290901184082
16,"(""That kid is GOOD. saw him vs NYR. I'll tell ya as a ranger fan I'm not too excited about seeing himfor the next 10 years."", 'That kid is GOOD. I saw him versus NYR. I’ll tell you, as a Ranger fan I’m not too excited about seeing himfor the next ten years.')",0.018459541723132133
17,"('My onli wish my nigga keith was here to kill shyt I been on some fuckthe world shyt lately nbs', 'My only wish is that my friend Keith was here to kill things. I have been down and depressedabout everything lately')",-0.1845116764307022
18,"('I JUST WANNA FUCK YO BESTFRIEND FOR ONE NITE ONLI, ONLI AND WHEN I FUCK YO BESTFRIEND U BET NOT FUCK MY HOMIE', 'I just want to fuck your best friend for one night only, and when I fuck your best friend, youbetter not fuck my friend')",0.16234853863716125
19,"('There is nothing so pitiful as a young cynic because he has gone from knowing nothing to believingnothing. - Maya Angelou S', 'There is nothing as pitiful as a young cynic because he has gone from knowing nothing to believingnothing. - Maya Angelou')",0.04061039537191391
20,"(""I'm Single And Ready To Mingle But At The Same TimeI'm Ready To Settle Down"", 'I am single and ready to mingle, but at the same time I am also ready to settle down')",-0.0060628484934568405
21,"(""I know I do but I'm finna go to sleep I'm too tired I been up since 8 thisMornin no sleep or nap"", 'I know I do but I am finally going to sleep. I am too tired, I have been up since 8 this morning with no sleep or nap.morning with no sleep or nap')",-0.14589408040046692
22,"(""I Have Not Been Ta Sleep At All. And I'm Not Going TillMy Quat Kum Later On."", ""I have not been to sleep at all. And I'm not going until my Quat comes later on.my quat comes later on"")",0.12048390507698059
23,"('Too Many Unloyal People & Not Enough Loyal People ! I NeedSomeone Loyal On My Team!', 'There are too many people who are not loyal! I need someone who is loyal on my team')",-0.11360343545675278
24,"(""Lets GIVE A ROUD OF APPLAUSE TO THE NIGGAHS AND BITCHES THAT'S REALLY SOFT INPERSON BUT HARD ON TWITTER."", 'Let us give a round of applause to the ladies and gentlemen that are not as tough in personcompared to their personalities on Twitter')",0.051051802933216095
25,"(""I Get Jealous, I Get Mad, I Get Worried, I Get Curious.But That's Only Because I Love You So Much And I Don't Wanna Lose You Nan More Nan Less"", 'I often get jealous, mad, worried, and curious, but the only reason is because I love you so much and I do not want to loseyou, more or less')",-0.025212442502379417
26,"('When Kobe gets the ball, he gotta make one move and go. Dont wait for the defense to make his shot more difficult.', ""When Kobe gets the ball, he needs to make one move and go. Don't want for the defense tomake his shot more difficult"")",-0.10305663198232651
27,"(""I really think my kids forgot I had an account. Yep I'm creeping& not a happy Momma!!!!!!"", ""I really think my kids forgot I had an account. Yes, I'm creeping and not a happy mother.and not a happy mother"")",-0.13147272169589996
28,"(""Just rounded off the last of my kids bdays, until June!! I'm proud and grateful to God. A don't have much, but wekeep it happy, no matter."", ""I just rounded off the last of my kids’ birthdays until June! I'm proud and grateful to God. I don't have much, but wekeep it happy no matter what."")",0.08845650404691696
29,"(""Aight let me go ahead and get dressed to this Miguel album .. Y'all continue talking about all the shit y'all notgone do while I'm gone"", 'Alright, please allow me to get dressed up for the Miguel Album, and please continue to talk about everyone you are notgoing to do while I am gone')",-0.13403217494487762
30,"('After boyz in tha hood came out, I wonder how many niggas tried shedding some tears and being dramatic to get a girlto give up the goods', 'After \\""Boyz n the Hood\\"" came on, I wonder how many guys tried shedding some tears and being dramatic to get a girlto have sex with them')",0.18289190530776978
31,"('yes theres also this black female Dr you need to check out.. when i rememberher name ill link you', 'Yes, there is also this black female doctor you need to visit. When i remember Her name, i will send it to you.')",-0.010429786518216133
32,"('so he put a status that says lonely up and a modelhoe just hit him up...', 'So he posted a status that said \\""lonely\\"" and a modeljust messaged him')",-0.11292249709367752
33,"('The travel channel is blowing me right now with all these American fast food delicacies that havebeen turnt up in Asia', 'The Travel Channel is blowing my mind right now with all of these American fast food delicacies that haveturned up in Asia.')",0.10300634056329727
34,"(""So big Boi out here like fuck it Imma hop on all the tracks 3000 calls himself featuring onand give y'all the remix"", 'So, big boy is out here like “fuck it, I’m going to hop on all of the tracks 3000 says he is featured onand give you all the remix.')",0.07879141718149185
35,"('Yes I think we should incorporate our outrage in the name.. so that thebandit knows we mean business', 'Yes, I think we should incorporate our outrage in the name, so that thebandit knows we mean business')",0.005526747088879347
36,"('Atlanta fans might as well clock out.. You already know theending to this story ...""', 'Atlanta fans might as well clock out.. you already know theending to this story ..')",-0.0045888531021773815
37,"('I agree You know.. this Nev as Intro is taking up precious Google Imaging time.. Theyneed to cut this bullshit', 'I agree with you. As you know, the Nevas Intro is wasting Google Imaging time, they need for you to stop it')",-0.09529072791337967
38,"('Is that Oprah interview on right now? ... Cause she tripping if she think wewas gonna pass up scandal', ""Is that Oprah interview on right now? Because she's crazy if she thinks wewould miss watching Scandal"")",0.09036780893802643
39,"('Now niggas dont be surprised also if your woman counts down backwards next timeyou say some stupid shit', ""Now, don't be surprised if your woman counts down backwards the next time you say some stupid shit.you say some stupid shit"")",0.1601504385471344
40,"(""some people just can't accept the truth but hey he will revisit your tweets in the future whenhe's nothing getting the results"", 'There are some people who can not accept the truth but they will revisit your tweets in the future whenthey have nothing, so they can acquire the results')",-0.07022133469581604
41,"('I wonder how much the person who is in charge of theobama twitter account gets paid', ""I am curious to know how much the individual who is in charge  of yhe Obama's Twitter account gets paid"")",0.041925713419914246
42,"('And he would have been like oh man my first name is Rod babe ..A.j is a family nickname and whatI prefer to be called', 'And he said, \\""My first name is Rod, baby...AJ is a family nickname and it\'s whatI prefer to be calle')",0.0322856567800045
43,"(""which are A) she was a lesbian for 15 yrs and B) she got an 11 yr oldwhich means she's had penis"", ""Which are A) she was a lesbian for 15 years and B) she has an 11 year old,which means she's had sex with a man"")",-0.035653166472911835
44,"(""you still may be able to worship at the alter I don't think the doors to thechurch are closed just yet"", ""You still may be able to worship at the altar, I don't think the doors to thechurch are closed just ye"")",0.020739734172821045
45,"('yeah man they still the same just more turnt up now that we all grown and theycan say what they want', 'Yes, they are still the same just a little more vocal now that we are grown and they Express themselves in speech freely')",-0.025555320084095
46,"(""This broad worked us out for an hour straight and ain't give not onewater break .. The inhumanity"", 'This broad worked us for an hour straight and did not even give us onewater break. The inhumanity.')",0.09677883237600327
47,"('Frank ocean can probably fight .. He prob been training for the moment to fuck Chris brown up .. Breezy will never loveit down if he lost', 'Frank Ocean can probably fight as he has been training to beat up Chris Brown. Breezy will never liveit down if he happened to lose')",0.10300803929567337
48,"('Cause a) frank writes passionate songs about men and b) breezy talked a lot of shit in that twitter rantabout odd future he deleted', 'The first cause is that Frank writes passionate songs about men and the second cause is that Breezy talked badly in his Twitter rantabout Odd Future, but he deleted it')",-0.013914787210524082
49,"(""Now I'm not tripping because it works for me..but all my coworkers keep laughingat how small it is"", 'I am not confused about anything as this works for me, but it so happens that my coworkers keep laughingat how small it is')",-0.16281452775001526
50,"('So I had to take the big weights off the ends needless to say I dropped a weight and all theguys came to my aid', 'I unfortunately had to take the bigger weights off and accidentally dropped a weight and all theguys came to my aid')",0.021216047927737236
51,"('I\'m dying laughing. I think I bust a vocal cord laughing so hard. ""... You look horrible tonight"" song of the year. ', 'I’m dying laughing. I think I busted a vocal cord laughing so hard. “You Look Horrible Tonight” is the song of the year.')",0.20900627970695496
52,"('N . Nawll , Boo likee her , shee log in on his phone , she dnt like his ugly ass', 'No way, he likes her, and she logs into his phone, even though shedoes not like him')",-0.05258434638381004
53,"('I walked up to sum nigga disrespectin a female.I told him I might be a Virgin but I kno a pussy wen I see one...#fukkyhu hittin a lady for', 'I walked up to this guy disrespecting a female. I told him I may be a virgin, but I know a pussy when I see one. Why the fuckare you hitting a lady')",-0.03748655691742897
54,"(""If I can't love yhu like I'm suppose to and yhu rather get beat on by another person why bewith yhu..# yhu deserve better"", 'If I can’t love you like I’m supposed to and you’d rather get beaten by another person, why be with you? You deserve better.')",0.1403578370809555
55,"('If I could grow a perfect pair of breasts, they wouldsit next to my bed.', 'If I could grow a perfect pair of breasts, they would sit next to my bed.sit next to my bed')",0.020521126687526703
56,"('YESTERDAY I GOT THE SWEETEST TXT FROM A PERSON THAT I THOUGHTHIS LOVE 4 ME DIED.....', ""Yesterday, I got the sweetest text from a person that I thoughtdidn't love me anymor"")",0.02531350404024124
57,"(""Ok I'm still out here .. Still turnt up .. What'swrong wit me .. Lol"", ""Ok I'm still out here. Still turnt up. What'swrong with me? Haha."")",-0.15827715396881104
58,"('Want 2 give a special Shoutz 2 my brother from another mother My G 2 the casket drop Happy bornday my G many more..', 'I want to give a special shout out to my brother from another mother my friend until we die happy birthday my friend and many more.')",0.10824212431907654
59,"('ummm..do I need to go back & read ur tweets for all thisfuckery i missed earlier?? lol', ""Umm...do I need to go back and read your tweets for all thisnonsense that I missed earlier? That's funn"")",0.012670283205807209
60,"(""not sick. Lol just a bit extreme. Nothing's wrong with extra pair of undies when traveling.But a WHOLE duffle bag!!"", 'It’s not sick. That’s funny. It’s just a bit extreme. Nothing is wrong with an extra pair of undies while traveling, but not a WHOLE duffel bag!')",-0.0800056979060173
61,"('Dr Haynes I live in Georgia and I would like to know what time are you on Ricky Smiley show and how canI hear u more. Thanks', 'Dr. Haynes, I live in Georgia and I would like to know, what time are you on the Ricky Smiley show and how canI hear you more? Thanks')",-0.03231395035982132
62,"('bitch shutt yo clown ass uhpp im dnee tlkin if u gott sum 2 sayy.. Sayyit to my facee kk', ""Bitch, shut your dumb ass up. I'm done talking. If you have something to say, sayit to my face, okay"")",-0.055190131068229675
63,"('ibknow where u from he said u know him look at my pic Ijust up of him bro', '\\""I know where you\'re from,\\"" he said. \\""You know him, look at my pic\\""I just put up of him, brothe')",0.2718924283981323
64,"('i got everything i ever wanted be she makes me better rs she better wake up these lil nigga willneva get thy weight up', 'I have received everything I have ever wanted because she makes me better. She needs to wake them up or they willnever be able to gain weight')",0.10634137690067291
65,"('Low key I do miss pat and Maurice staying here with me they use to bethe bid all day everyday', 'I really miss Pat and Maurice staying here, they used toaccept my offers all the time')",0.05869080498814583
66,"(""You really can't ever be just friends with someone you usedto be in love with."", 'It is hard to be just be friends with someone you usedto be in love with')",-0.04321383684873581
67,"(""everyone lock y'all man up cause will try and take ur man and u will neverknow so be careful y'all"", 'Everyone, lock up your man, because I will try and take your man and you will neverknow, so be careful everyone')",0.09533747285604477
68,"('NO ONE is immune from the trials and tribulations of life, if you think youare, just keep on living.... ', 'Not a single person is immune from the trials and tribulations of life, if you think youare, just keep doing what you have been doing')",0.01175676193088293
69,"('Bad GRAMMER is my Pet PEEVE!!!!!!! EVERYONE needs help from time to time grammatically, butthat what GOOGLE is for!!!', 'Bad grammar is my pet peeve! Everyone needs help grammatically from time to time, butthat is what Google is for')",-0.14615225791931152
70,"('Ona phn with my grandma an he keep sayn we gon get off the phn now but thn shekeep talkn .! Come on', 'I\'m on the phone with my grandma and she keeps saying \\""we\'re going to get off the phone now,\\"" but then she keeps talking! Come on')",0.1452670395374298
71,"('So apparantly Bey sang/lipped to a pre recorded tape of her version ofthe anthem at the inauguration', 'So, apparently, Bey sang/lipped to a prerecorded tape of her version of the anthem at the inauguration.')",0.08485695719718933
72,"('Love vineyard 7&8! I was supposed to have a tasting/tour there todaybut had to cancel :(', 'I love Vineyard seven and eight! I was supposed to have a tasting/tour there todaybut I had to cancel.')",0.1395481675863266
73,"('A study in delicious coffee, chocolate, bourbon, gin, pine, & pizza.Have a good night gents.', 'A study of delicious coffee, chocolate, bourbon, gin, pine and pizzaHave a good night gentlemen')",-0.1118423119187355
74,"('If u fuckin with me.... Really fuckin with me u go get sum girlsn bring em to me', ""If you're my friend, really my friend, go and get some girlsand bring them to me"")",0.11505138874053955
75,"(""He must not know I don't do the bitch word homie..that word causes for a coupleof teeth to go missing.."", 'He must not know that I don\'t like the bitch word, \\""homie\\"". That word cause a coupleof teeth to go missing')",0.0229094997048378
76,"(""Mommie asked me to go grocery shopping with her and my grandma... Naw I'm good they bein the store for hours.."", 'Mommy asked me to go grocery shopping with her and my grandma. No, I’m good. They will bein the store for hours.')",0.00402411911636591
77,"(""You can't lose what you never had, you can't keep what's not yours & you can't hold on to something that doesn't want to stay."", 'You can’t lose what you never had, you can’t keep what’s not yours, and you can’t hold onto somethingthat doesn’t want to stay.')",-0.00047764554619789124
78,"('Hoes wanna know..hoes wanna show..they know a nigga name they know anigga strong (Rick Ross voice)', ""Girls want to know...girls want to show...they know my name they know a..i'm stron"")",-0.03234047442674637
79,"(""imma let y'all know soon and you coming if I have todrag u out the house"", 'I’m going to let you all know soon and you are coming even if I have to drag you out of the house.')",0.15305526554584503
80,"('I try to let u pussy niggas eat its time to putu pussy boys to sleep', ""I tried to feed you boys, now it's time foryou boys to go to be"")",0.051653310656547546
81,"(""But that ain't gon be hard all I Need to do is pass this testtomorrow and pass my midterms"", 'That’s not going to be hard. All I need to do is pass this testtomorrow and pass my midterms.')",0.10831400752067566
82,"('He mad He came over My House unannounced and I wasgone. Not My Problem !', 'He is mad that he came over to my house unannounced and I wasnot there. That is not my issue to deal with')",-0.08059247583150864
83,"(""I'm tired of playing the back. I'm bout to bring some fireto the game. Real talk!!!"", 'I am tired of always playing in the back. I am going to increase the intensityof the game. Definitely')",-0.1424402892589569
84,"('with everything you just said injuries they still were in place to make the postseasonFiring Garrett would do nothing', 'With everything you just said, the injuries were still in place to make the post season. Firing Garrett would do nothing.')",0.15470561385154724
85,"('if she liked the first gift thats only the tip of the icebergh igot a trick up mysleeve', 'If she liked the first gift, that is only the tip of the iceberg. Ihave a trick up my sleeve')",0.20415571331977844
86,"('If I was with tonight, I\'d kiss her. Too late. (Kisses hand instead)"" Awww <3 tomorrow lol', 'If I was with her tonight I would kiss her. Unfortunately it is too late, so I will kiss my handinstead. I am laughing, well darn, hopefully tomorrow')",-0.356074720621109
87,"(""Wtf is so hard about coming to pick up a badge so your check is correct..: I'm not aboutto clock you in. Smh"", 'What the fuck is so difficult about coming back to pick up a badge so that your check is correct. I am not goingto clock you in. Shake my head')",-0.13361883163452148
88,"('Got some new lipstick in the mail and got her damn hair oils. Had me excited likeit was my phone cases', 'I got some new lipstick in the mail and her damn hair oils. It had me excited thinking it was my phone cases.')",0.10336102545261383
89,"(""I'm what you want. I'm what you need. She got you trapped ill set youfree. Sexually, mentally, psychically, emotionally"", 'I am whom you want and what you need. She has you trapped, but i can set you free, sexually, mentally, psychically, and emotionally.')",0.11687985807657242
90,"(""So I'm up... But my boss said gage whether its safe for me to go to work... I'm going but I'm gonna takemy time...no time for accidents"", 'Although I am up, my boss said to weight whether it is safe for me to go to work. So I am going, but I am going to takemy time as I do not have time to mess up')",-0.03592151403427124
91,"(""Older the berry the sweeter the juice... Man it's the blacker the berry the sweeter the juice. Well yea sheblack then a muhfucka too"", 'The older the berry the sweeter the juice. Friend, it is the blacker the berry the sweeter the juice. Well yes, then sheis blacker than others too')",-0.19596916437149048
92,"(""I mean if I was Olivia I wouldn't do the record either but she gotta know even after last season her musicisn't going anywhere with"", ""If I was Olivia I wouldn't do the record either.  She has got to know that after last season her music isn't going anywhere.isn't going anywhere"")",-0.10190622508525848
93,"('I know how to work the system the clothes I bring in looks better than what they haveon their backs how', 'I know how to work the system. The clothes I bring in look better than what they haveon their backs now.')",0.11477866768836975
94,"('Gatorade and powerade use to be so nasty to me butnow I luh Dat shit', 'Gatorade and Powerade used to be so nasty to me butnow I love that shit.')",0.04467746987938881
95,"(""lmaooo I had to go see this tweet for myself... It's ashame it's the truth tho"", 'That’s funny. I had to go see this tweet for myself. It’s ashame it’s the truth, though.')",0.09776590019464493
96,"(""they all look good that's why if I wasn't black Iwould hope I was Persian"", 'Every person looks great, therefore, if I was not black, Iwould prefer to be Persian')",-0.17080678045749664
97,"('or go to food services but either way corporate need tosend them some damn sauce', 'Or go to food services, but either way, corporate needs to send them some damn sauce')",-0.0016172180185094476
98,"(""I could accept us not being together but i couldn't accept us not being friends and nowit seems like i can"", ""I could accept us not being together but I couldn't accept us not being friends and nowit seems like I can."")",0.020156459882855415
99,"('NCAAB - Texas A&M G Elston Turner scores 40 pts in 83-71 win at Kentucky; 1st SEC homeloss for John Calipari lose', 'In NCAAB, Texas A&M Elston Turner scores 40 points in an 83-71 win by Kentucky. It was the first SEC homeloss for John Calipari.')",0.15362614393234253
100,"('My mom blows the fuck out of me at times... Fuck my lifehave to harder for? Damn', 'My mother disappoints me sometimes...why does my lifehave to be harder? gosh.')",0.04319325461983681
101,"('boy teya tryin go see granny, & shit. Ima see doe, imahit ur boost!"" No questions', ""Boy, Teya is trying to see granny and such. I'm going to see though, i'm going tohit your boost! No questions"")",0.053045324981212616
102,"('I got the jack wat else I need sugar wats dem pebblesthat be in that shit', 'I got the jack. What else do I need? I need sugar and pebbles.That is in it')",0.15252208709716797
103,"('I\'m over so many ppl , I\'m so shady"" aye wats good"" I\'m at theabc store with it""ima holla', 'I\'m tired of so many people. \\""I\\""m so shady\\"" \\""Hi! What\'s going on?\\"" I\'m at theABC store with it. I\'m going to talk to you.')",0.0001058793714037165
104,"('Ten dollars from a call from jail... Shit over wit... See uwhen u come home bro', 'Ten dollars for a call from jail. This shit is over with. See you when you come home, brother.')",-0.00809190422296524
105,"(""I think it's a raccon or possum walkin round my house I'mscared ass shit rite now"", ""I think there is a raccoon or possum walking around in my house, I'mreally scared right no"")",0.0026386843528598547
106,"('Ppl kids name after stores aint Goin be able to spell them joints till they twelve...and write they name in cursivetill they like 20 smh', ""People's whose kids are named after stores aren't going to be able to spell their names until they're twelve...and write their name in cursiveuntil they're like twenty. I'm shaking my head."")",0.2121330052614212
107,"('2 for 10 at Fridays be so clutch for the quickness cuz fast food joints want10 dillas for some trash', ""The two for ten deal at Friday's is worth it because the food is served quickly because fast food restaurants want to servetrash food quickly for ten dollars."")",0.07773763686418533
108,"('Ppl plates on the gram be lookin like some straight trashkeep that shit in house!!!', ""People's meals on instagram look like some real trash. Keep that shit in your house!"")",0.26271212100982666
109,"('I jus call boo and she finished Skool she drink andshe smoke my reefer too...', 'I just called my girlfriend and she finished schoolshe smoke my joint to')",-0.11330428719520569
110,"(""Bout to see like 40 plates on the gram get meheated I'm starving like shit"", ""I'm about to look at forty meals on instagram that will get meexcited. I'm starving. Damn."")",0.017360065132379532
111,"('Boaaaa, u got TWO DIFFERENT FEMALES TEXTING YOU.... SOOOO IMAA HAVETWO DIFFERENT NIGGA TEXTING ME.', ""Boy, you have two different females texting you. So I'm going to havetwo different men texting me."")",0.19296199083328247
112,"('70 degrees in Nashville. Bout to take a trip to and then heading to get my drunk on. After thatI will be at .', '70 degrees in Nashville. About to take a trip and then heading to the bar to get drunk. After that I will be.')",-0.0925118625164032
113,"('Continuing the same way, they announced the arrival of my train after itpulls off, so not happy', ""In the same way, they announced the arrival of my train after itpulled off, I'm so not happy"")",-0.009404000826179981
114,"('Females be get they self into street shit but wen somebody put pressure on theyass they tell the police', 'Women get into trouble in on the streets and when someone pressures themthey tell the police')",0.01936575025320053
115,"(""A.J., have u ever thought about leaving TNA and going to the WWW? With your skills, they wouldn'tknow what hit them.trust me."", ""A.J., have you ever thought about leaving TNA and going to the WWW? With your skills, they wouldn'tknow what hit them. Trust me"")",-0.00999337900429964
116,"(""i had no choice ! Like i was already all into the tvand couldn't look away lol"", ""I had no choice! I was already all into the television showand couldn't look away. I'm laughing!"")",0.18172401189804077
117,"('When I see a pretty girl with weave its the equivalent to a girl seeing a dudewith Beijing in his hair""', 'When I see a pretty girl who has a weave it is the same as seeing a man with an inky black dye combed through his hair')",-0.028925057500600815
118,"(""It's funny a watching niggas go thru problems like I do but it's not funny when I gothru shit fuck it tho"", 'It is funny watching Negros go through problems like I do but it is not funny when I go  through shit. Fuck it though.')",-0.011591407470405102
119,"('Fellas call dat single chick dats been sitting outt all cuffing season, say u gonna shovel her snow, ring her belland kiss her in mouth', ""Men, call a single woman that's been ignored lately. Say you need to do something nice for her and make her feel goodand kiss he"")",0.07896332442760468
120,"('She gonna have to make a decision right then and there...Kiss in mouth withass grab...or no snow shovel...', 'She is going to have to make a decision right then and there. Kiss on the mouth withan ass grab...or no snow shovel.')",0.04113857448101044
121,"(""Soon the none basketball playing in LIFE clowns are gonna say Griner could play NBA ball...when she couldn't makea D1 or D2 team."", ""Soon the people that don't play basketball are going to say that Griner could play in the NBA, when she actually couldn't make a division 1 or a division 2 team."")",-0.031145675107836723
122,"('middle age buddy dat shovel dat ish for his whip and had a bad day gonna be onsome bus driver ish lol', ""Middle age buddy that shovel that is for his ride and had a bad day going to be onsome bus driver stuff, that's funny"")",-0.07762110978364944
123,"('Sadly so many HS has crippled these players academically that evenJUCO is hard for them...', 'Sadly, so many high schools have crippled these players academically, that even JUCO is hard for them.')",0.08092781156301498
124,"('tell em what happen to the mouse n the house the VERY next play tho (den askwho won ALL the games)', 'Tell them what happened to the mouse in the house the next next play though. (Then askwho won all the games).')",-0.024593016132712364
125,"('U eva bump into a nigga yo age and he STILL take Gang banging serious? At what age do a reference of another gangNOT make u wanna fight?', 'Have you ever bumped into someone your age and he still takes gang banging seriously? At what age does a reference to another gangnot make you want to fight')",-0.040508899837732315
126,"(""Dear Greeks, If by 30 becoming a member of your org is ur greatest achievement...Udon't deserve ur fucking letters."", ""Dear Greeks, if by thirty becoming a member of your organization is your greatest achievement, you don't deserve your fucking letters."")",0.0535934716463089
127,"('I swear when I get out this rat race imma be taking middaynaps and going to chiropractor...', 'Once I am able to escape this competitive struggle for wealth and power I will be taking daytime naps and I will go to the chiropractor.')",0.08675115555524826
128,"('Ladies, the older you are in the ""game"" the more Bullshit urgonna have to sift thru...', 'Ladies, the older you are in life the more things you aregoing to have to sift through')",-0.19249404966831207
129,"('Sick of going to this dealership for random lights going out...BUT I do lovea free truck wash. *bling*', ""I'm sick of going to this dealership when random lights go out. However I do lovea free truck wash."")",0.24477948248386383
130,"('1/2 of what you want > Zero of what you want.But its mean if vocalized', ""Half of what you want is better than zero of what you want. But it's mean if vocalized."")",0.031569696962833405
131,"(""Bill collectors take fractions of debt on the dollar sometimes...and I don't expect u 2agree about the RS ish..."", ""Bill collectors take fractions of debt on the dollar sometimes, and I don't expect you toagree about the RS, man."")",0.08457764983177185
132,"('Fucking WhERE?!!!! T So its a store that will sell U 4fifth of Patron for 49.99', ""Fucking where is it? So it's a store that will sell you fourfifths of Patron for $49.99."")",0.09118972718715668
133,"('immediately go back to hotel and hope u aint got TOO many jerks on ur team dat playthe replay on they ipads.', ""Immediately go back to the hotel and hope you don't have too many jerks on your team that play the replay on their ipads."")",0.10101084411144257
134,"('Shame on ALL you women that has sent off the Shape Challenged womenof the world...shame on yall.', 'All the women who have sent off the shape  challenged women should be ashamed.of the world. Shame on you')",-0.022548185661435127
135,"(""On way 2 gym to sweat the rest of this bug out...can't beconducting workshops looking all sick"", ""On the way to the gym to sweat the rest of this bug out. I can't beconducting workshops looking sick."")",0.1839522123336792
136,"('we aint going for that fam. My kid gonna get ALL the cool shit...cuz Daddy and Mommy workshard as shit for it.', ""We're not going for that family. My kid is going to get all the cool shit...because Daddy and Mommy work hard as shit for it."")",0.040706031024456024
137,"('yea u know with groupon they jus give u dat breadback to get sumthing else...', 'Yeah you know with Groupon they just give you that moneyback to get something else')",0.0531282015144825
138,"('Sooo the other business units sending emails to IT while wein conference cuz they out...smh', ""So the other business units are sending emails to IT while weare in conference because they are out. I'm shaking my head."")",0.16917523741722107
139,"('Kelly is a Fast ass Heffa...and we love it! Let her set dat poon out...We lovingher direction right now lol', 'Kelly is a fat ass heifer...and we lover it! Let her show her crotch...We are lovingher direction right now. Laugh out loud.')",-0.08849392831325531
140,"(""it doesn't work when u work everyday and dem bums sitting in ur hood watching YOURshit u worked hard for."", ""It doesn't work when you work everyday while those that aren't working are sitting around eyingthings you've worked hard for"")",0.02956327795982361
141,"('Can you do what you doing right now...3 years from now?If not your wasting time.', 'In three years do you have the ability to do the same thing you are doing now.If you do not you are wasting your time')",-0.023394914343953133
142,"('I can actually beleive the stat...i was just wondering who tooktime to take the poll.', 'I can actually believe the stat. I was wondering who tookthe time to take the poll.')",-0.1057145819067955
143,"('Everytime I ask for a cup for water at a fastfood Joint...I alwaysfill it up with pop', 'Every time I ask for a cup of water at a fast food restaurant, I always fill it up with soda.')",0.08880928158760071
144,"('I hate the lil sign on my phone dat says I gotta Voice Mail...I hate the red lite on my workphone when I gotta Vmail.', ""I hate the little sign on my phone that says I' have a voicemail...I hate the red light on my workphone when I have a voicemail."")",-0.05086829885840416
145,"(""I'm more of the service at a soup kitchen..Paint a School type of Community Service kindaguy...I'm not a role model."", ""I'm more of the service-at-a-soup-kitchen, paint-a-school type of community service kind ofguy. I'm not a role model."")",0.029118401929736137
146,"('I been on auto pay since foreva! Got some 1percent inapr deduction cuz of it.', 'I have been on auto pay forever. I got one percent inapr deduction because of it.')",-0.04137536138296127
